intentId,intent,keyword
13c2d6fe-beb1-49c1-91a8-1a62666d4a88,"tôi có ký hợp đồng lao động làm giúp việc gia đình thì có phải tham gia bhxh bắt buộc không","giúp việc; gia đình"
7e2d1c6f-c86e-4807-8758-79ebf494b1ee,"tôi là người hưởng chế độ phu nhân tại cơ quan đại diện việt nam ở nước ngoài có phải tham gia bhxh bắt buộc không","phu nhân; đại diện; nước ngoài"
3c0f3806-fbe6-458a-85d8-f2bca675fa80,"tôi là người hưởng chế độ phu quân tại cơ quan đại diện việt nam ở nước ngoài có phải tham gia bhxh bắt buộc không","phu nhân; việt nam"
d6581459-d195-4cb9-8bdb-c68f936c2d2e,"đối tượng tham gia bhxh bắt buộc","tham gia; bhxh; bắt buộc; đối tượng"
5487fd3e-88d9-4c5b-bedc-2e868d08fed7,"tôi đang tham gia bhxh bắt buộc thì phải đóng bao nhiêu tiền 1 tháng","tham gia; bhxh; bắt buộc; 1 tháng"
f11a0718-b61b-4e9a-b565-37c9205df348,"tôi là cán bộ không chuyên trách ở xã thì phải đóng bhxh bao nhiêu tiền 1 tháng","cán bộ; không; chuyên trách; ở; xã; đóng; bhxh; 1 tháng"
e4c2a2f5-9bca-48ae-bb18-7c48a7f6fbb4,"tôi chỉ được hưởng 1 2 tháng lương thì có phải tham gia bhxh không","nửa tháng; lương; tham gia; bhxh"
7fe38b07-49d2-416e-84f3-bd44b3e71ce1,"tôi làm việc cho nhiều doanh nghiệp thì đóng bhxh như thế nào","lao động; nhiều; doanh nghiệp; đóng; bhxh"
1c81b21c-4a51-40ff-b8f5-ed2107f7ad53,"tôi đóng bhxh được 19 năm 06 tháng nay đã đủ tuổi nghỉ hưu thì có được đóng tiếp không","hưu; bhxh; đóng; tiếp"
e0ac1a2d-99ee-45eb-9d46-1e56ce250b44,"hàng tháng công ty tôi phải đóng bhxh cho người lao động như thế nào","doanh nghiệp; tháng; đóng; bhxh; lao động"
0256e3a7-4ef7-4bb8-ad95-7190c5386ed7,"tôi là cán bộ không chuyên trách ở xã thì phải đóng những chế độ bhxh nào","cán bộ; không chuyên trách; ở; xã; đóng; chế độ; bhxh"
8edb6355-3c47-424b-9ea2-54cde2d099cd,"người lao động nghỉ việc không hưởng lương trên 14 ngày trong tháng thì công ty có phải đóng bhxh không","lao động; không hưởng lương; trên 14 ngày; đóng; bhxh"
b2583258-59ff-4f3f-bfae-bc6464f9412a,"công ty tôi gặp khó khăn phải tạm dừng sản xuất thì có phải đóng bhxh cho người lao động không","công ty; dừng; sản xuất; đóng; bhxh; lao động"
75efe5c6-af9e-49d4-9db2-b5f96bf3fc50,"công ty tôi có người bị bắt tạm giam thì có phải đóng bhxh cho người này không","công ty; lao động; tạm giam; đóng; bhxh"
20777579-5f7d-4a79-b1f3-185be69296b1,"tôi muốn hỏi mức đóng bhxh cao nhất là bao nhiêu","mức đóng; bhxh; cao nhất"
762af3dc-24f3-428b-b63d-ba45cdf97d14,"tôi là viên chức nhà nước thì tiền lương đóng bhxh như thế nào","viên chức; nhà nước; đóng; bhxh"
51330b98-24a1-4617-85b6-75a13e099117,"tôi làm việc tại công ty tư nhân thì tiền lương đóng bhxh hàng tháng như thế nào","công ty; lao động; tiền lương; tháng; đóng; bhxh"
2c4c1cdf-013e-42d6-93d9-a014e9deeee2,"công ty tôi truy thu nâng lương cho người lao động thì có bị tính lãi không","công ty; truy thu; lao động; tính lãi"
455249ce-f5d7-4905-b590-fa33c5fe02c3,"công ty tôi chậm nộp bhxh thì có bị tính lãi không","công ty; chậm nộp; bhxh; tính lãi"
581a3890-6949-41c1-9fb8-276d55d00aa2,"cho tôi hỏi trường hợp nào được tạm dừng đóng bhxh","trường hợp; dừng đóng; bhxh"
c18f4f01-a318-4a2b-a1b9-24c9d1666381,"công ty tôi đang nợ bhxh thì có được chốt sổ cho lao động nghỉ hưu không","công ty; nợ; bhxh; chốt sổ; lao động"
53033d7d-c243-4f21-b8ae-5385987cec5e,"người lao động tại công ty tôi có hợp đồng lao động ghi bằng ngoại tệ thì đóng bhxh như thế nào","lao động; ngoại tệ; đóng; bhxh"
81843bc3-41b8-46b7-843e-bd57244fe214,"thẩm quyền xử phạt vi phạm hành chính trong lĩnh vực bhxh bhyt bhtn của cơ quan bhxh được quy định thế nào","thẩm quyền; xử phạt; vi phạm; hành chính; quy định; bhxh"
4d76804e-fc56-4780-a8c5-dbaee219dd82,"công ty tôi bị lập biên bản vi phạm hành chính về chậm đóng bhxh bhtn thì phải nộp bao nhiêu tiền","công ty; chậm đóng"
430629a5-08d0-422f-83e2-79267ac727b4,"công ty tôi đóng bảo hiểm xã hội bảo hiểm thất nghiệp không đủ số người thuộc diện tham gia bảo hiểm xã hội bắt buộc bảo hiểm thất nghiệp bị lập biên bản vi phạm hành chính thì phải nộp bao nhiêu tiền","công ty; vi phạm; hành chính"
a625abbb-55c1-40c2-8034-e3b1d3bf1d3d,"công ty tôi đóng bảo hiểm xã hội bắt buộc bảo hiểm thất nghiệp không đúng mức quy định bị lập biên bản vi phạm hành chính thì phải nộp bao nhiêu tiền","đóng; bhxh; bhtn; không đúng; quy định; vi phạm; hành chính"
ac63bd50-f7b4-45b6-9d0b-9cb3090357d6,"tội trốn đóng bảo hiểm xã hội bảo hiểm y tế bảo hiểm thất nghiệp thì bị xử lý như thế nào","trốn đóng; bảo hiểm; xử lý"
006c883a-9e6f-485a-b2de-b34e838c890c,"mức đóng bhxh bắt buộc đối với người lao động như thế nào","mức đóng; bhxh; bắt buộc; lao động"
81fb8f5c-5337-4bc9-93d0-50523fcfc691,"mức đóng bhxh của đơn vị sử dụng lao động như thế nào","mức đóng; bhxh; bắt buộc; đơn vị"
9e52d884-bc09-405d-9d18-e569313f723a,"tiền lương đóng bhxh bắt buộc quy định như thế nào","quy định; tiền lương; đóng; bhxh; bắt buộc"
08b3ba34-1b1e-4d50-9a7c-c4428312ff97,"tạm dừng đóng vào quỹ hưu trí và tử tuất đối với người lao động đi làm việc ở nước ngoài theo hợp đồng được quy định thế nào","dừng đóng; lao động; làm việc; nước ngoài"
1d0246ca-800b-497c-8bf7-aaeb74a38f0b,"tôi được truy thu do nâng lương thì có phải truy đóng bhxh bắt buộc không","nâng lương; truy; đóng; bhxh; bắt buộc"
628f5a75-0ebe-4501-ab70-8843cfa12efa,"công ty nợ tiền đóng bhxh của người lao động thì người lao động có được đóng thay bhxh phần trách nhiệm đóng của công ty được không","lao động; đóng thay; bhxh; công ty"
bea2b915-a9b5-4c1a-856c-ba1b293bab24,"người lao động tham gia bhxh bắt buộc đủ tuổi nghỉ hưu nhưng chưa đủ 20 năm đóng bhxh thì có được tự đóng tiếp bhxh bắt buộc không","lao động; tham gia; bhxh; chưa đủ; 20 năm; đóng tiếp"
09c3f15f-80e8-4d3c-bcbe-f42e2d1eb0f5,"căn cứ tính đóng bhxh đối với lao động ở doanh nghiệp tư nhân là như thế nào","căn cứ; đóng; bhxh; lao dộng; doanh nghiệp"
0fad47cc-5007-462a-b4c2-877b95f0ab11,"công ty tôi có ký hợp đồng lao động với người lao động hình thức là làm việc full time 26 ngày công một tháng có phụ cấp trách nhiệm được hưởng là 10.000 đồng ngày và phụ cấp này được hưởng theo ngày công thực tế của người lao động ngày công thực tế biến động theo tháng theo tôi biết theo quy định của pháp luật bhxh phụ cấp trách nhiệm vẫn phải tính đóng bhxh. vậy trong trường hợp này mức phụ cấp công ty tôi phải đóng bảo hiểm cho người lao động là bao nhiêu và cách tính như thế nào","lao động; phụ cấp; trách nhiệm; ngày công; thực tế; bhxh"
fed70f62-2b04-48d1-873b-bda191e44d12,"tôi là lao động ký hợp đồng 12 tháng thì phải đóng bảo hiểm xã hội theo phương thức nào","hợp đồng; 12; tháng; đóng; bhxh; phương thức"
35e4f338-cba0-4608-acfc-69e2f24237a0,"tôi là lao động đi làm việc ở nước ngoài theo hợp đồng thì đóng bảo hiểm xã hội theo phương thức nào","lao động; làm việc; nước ngoài; đóng; bhxh; phương thức"
34f67880-9b00-43c8-aa7d-b5e70b717d8a,"tôi là lao động tại hợp tác xã và hưởng lương khoán thì tôi đóng bảo hiểm xã hội theo phương thức nào","lao động; hợp tác xã; lương khoán"
48944421-a826-47ea-a469-67a09d375ff2,"tôi là lao động tại hộ kinh doanh cá thể và hưởng lương theo sản phẩm thì tôi đóng bảo hiểm xã hội theo phương thức nào","hộ kinh doanh; cá thể; lương; sản phẩm; đóng; bhxh"
d2162479-ff60-4567-b8bb-6de1fdadf176,"phương thức đóng bhxh bắt buộc quy định như thế nào","phương thức; đóng; bhxh; bắt buộc"
3f4fb011-1a42-4d12-ac40-0077b75e36a0,"nơi đăng ký đóng bhxh bắt buộc được quy định thế nào","nơi; đăng ký; đóng; bhxh; bắt buộc"
01da2541-360f-4ac1-8656-e62296d61fd0,"công ty tôi không đóng bhxh cho nhân viên thì xử lý như thế nào","công ty; không đóng; bhxh; lao động"
e9898b79-2397-4c89-8cf6-fe8aee9c32b6,"tôi muốn hỏi thủ tục đăng ký tham gia bhxh bắt buộc bhyt bhtn bhtnlđ bnn đối với đơn vị tham gia lần đầu","thủ tục; tham gia; bhxh; đơn vị; lần đầu"
4ff56c40-0296-4c4c-8a72-d81a7ff5927a,"thủ tục báo tăng lao động đối với đơn vị đang tham gia bhxh bắt buộc gồm những gì","tăng; lao động; đang; tham gia; bhxh; bắt buộc"
3c6e1c6e-53c9-4406-a8bf-a0216a542315,"thủ tục báo giảm lao động và xác nhận sổ bhxh đối với các trường hợp ngừng việc quy định thế nào","giảm; lao động; xác nhận; sổ; bhxh"
e6ae942a-ab42-4577-85b3-158a95affc8b,"thủ tục đối với trường hợp thay đổi lao động mức đóng và xác nhận sổ bhxh đối với đơn vị thay đổi pháp nhân chuyển quyền sở hữu sáp nhập gồm những thủ tục gì","thủ tục; thay đổi; chuyển; quyền; xác nhận"
69562dd9-b4f6-4cad-b4b8-82475b6b1456,"thủ tục giải quyết ngừng đóng đối với đơn vị chấm dứt hoạt động giải thể phá sản quy định thế nào","thủ tục; ngừng đóng; đơn vị; chấm dứt; hoạt động"
85abb106-031d-4990-9426-29447731aa52,"thủ tục giải quyết ngừng đóng đối với đơn vị di chuyển khỏi địa bàn quy định thế nào","thủ tục; ngừng đóng; đơn vị; di chuyển"
6a0fcffe-a38e-4da4-aa9f-2ffb2b623dcd,"thủ tục thay đổi điều kiện đóng căn cứ đóng và mức đóng gồm những thủ tục gì","thủ tục; thay đổi; đóng"
a93b8580-391d-43ed-baf6-ad3b59cb28b7,"quy định về thủ tục tạm dừng đóng vào quỹ hưu trí và tử tuất như thế nào","tạm dừng; đóng; hưu trí; tử tuất"
827030cd-a599-463c-a843-30cca585764a,"tôi muốn hỏi thủ tục truy thu các trường hợp vi phạm quy định của pháp luật về đóng bhxh","truy thu; vi phạm; đóng; bhxh"
de66e5de-2a6a-4d3b-b837-c4637442d6de,"quy định về thủ tục hoàn trả tiền đã đóng đối với người tham gia bhxh tự nguyện người có từ 2 sổ bhxh trở lên có thời gian đóng bhxh bhtn trùng nhau người tham gia bhyt theo hộ gia đình người tham gia bhyt được ngân sách nhà nước hỗ trợ một phần mức đóng thế nào","hoàn trả; bhxh; tự nguyện; trùng; ngân sách; nhà nước; hỗ trợ"
9a2483bf-520c-44c9-9a6c-3fc3ab37a659,"tôi đã đóng bhxh được hơn 15 năm hiện tại không tham gia bhxh. nếu tôi tiếp tục đóng bhxh ở công ty khác tỉnh khác thì thời gian không tham gia bhxh có được truy đóng không","không; tham gia; bhxh; thời gian; truy; đóng"
86db847b-ee0a-4318-b329-e705a858776b,"công ty tôi muốn tham gia bhxh lần đầu cho nhân viên bắt đầu từ tháng 3 2019 thì chúng tôi cần làm những gì và thủ tục tham gia như thế nào","tham gia; bhxh; lần đầu; lao động"
10233cde-e761-4b29-bfdf-312db31a40f3,"thủ tục để đề nghị nâng mức đóng bhxh cần những mẫu gì","nâng; mức đóng; bhxh"
ebdea6bc-63ae-48a7-942a-70f3fe02f8ea,"công ty tôi còn nợ tiền bhxh hơn 1 năm bây giờ muốn khai báo tăng giảm lao động đóng bhxh thì có được không và thủ tục khai báo giảm làm thế nào báo tăng cho người lao động đã có sổ bhxh từ trước mới chuyển về công ty thì làm thế nào","công ty; nợ; bhxh"
ac9bc944-9bb6-443e-b9cd-42bb14d9567b,"tôi muốn hỏi thủ tục truy thu do điều chỉnh tiền lương tiền công đã đóng bhxh của người lao động","truy thu; điều chỉnh; tiền lương; lao động"
a5e1e8f7-8aad-4dac-aa8c-7d0729c988ff,"người lao động tham gia bảo hiểm thất nghiệp gồm những đối tượng nào","người; lao động; tham gia; bhtn"
